6.23,6.17,6.12,5.8,5.49,4.88,4.15,3.59,2.72,2.42,2.26
6.32,6.32,6.5,6.47,6.33,5.52,4.5,3.33,2.51,2.12,1.91
6.59,6.62,6.55,6.34,6.48,5.57,4.15,2.87,1.78,1.4,1.43
6.78,6.62,6.52,6.43,6.07,5.18,3.97,2.31,0.86,0.62,1.06
6.54,6.54,6.52,6.49,6.22,5.43,3.94,2.57,0.93,0.96,1.18
6.53,6.55,6.55,6.61,6.37,5.72,4.3,3.04,2.25,1.85,1.63
6.47,6.47,6.45,6.38,5.85,5.17,4.4,3.41,2.73,2.37,2.09
6.42,6.39,6.32,6.21,5.55,4.93,4.19,3.48,3,2.64,2.36
6.39,6.18,6.04,5.82,5.48,4.85,4.85,3.53,3.02,2.68,2.45
